"PK_ID","sID","Race","Ethnicity","Gender","free_reduced_lunch","limited_english_proficiency","treatment","academic_knowledge","parent_time_read","parent_edu","CTOPP_Blend","CTOPP_EL","letter_ID","picture_vocab","passage_comp","word_attack","KBIT_matrices","KBIT_riddles","KBIT_verbal"
10306,7,3,0,0,1,0,1,13,3,3,4,2,12,17,4,3,12,13,15
10307,7,3,0,1,1,0,1,10,3,3,0,0,11,16,4,1,13,10,14
10308,7,5,0,0,0,0,1,14,4,4,8,2,10,19,6,2,13,14,19
10309,7,5,1,1,1,0,1,13,2,5,5,0,8,15,6,1,16,12,13
10310,7,5,0,0,0,0,1,13,3,3,13,2,9,18,5,6,15,13,12
10311,7,5,0,0,0,0,1,14,3,4,9,3,14,15,6,2,17,14,16
10312,7,5,0,1,0,0,1,14,3,4,8,2,15,17,5,2,14,13,17
10314,7,3,0,0,0,0,1,12,3,4,9,8,21,14,11,3,13,13,17
10315,7,3,0,0,0,0,1,15,3,5,7,3,15,15,4,3,11,17,20
10318,7,5,0,1,0,0,1,11,3,3,1,2,6,16,4,0,12,10,12
10319,7,5,0,1,0,0,1,14,2,4,1,3,8,17,8,1,23,13,20
10321,7,5,0,1,0,0,1,12,3,3,7,5,15,19,8,3,14,10,22
10322,7,3,0,1,1,0,1,10,2,3,0,0,13,16,8,2,14,10,13
10323,7,5,0,0,0,0,1,15,3,4,6,3,12,20,4,2,24,14,18
10324,7,2,0,0,0,0,1,13,4,5,8,4,16,16,4,4,14,12,16
10326,7,5,0,0,0,0,1,11,3,4,2,0,12,15,4,3,15,10,14
10327,7,5,0,1,0,0,1,16,4,5,10,7,15,20,7,6,16,21,29
10328,7,5,0,1,0,0,1,17,4,4,11,7,14,26,9,3,15,22,27
10329,7,3,0,0,1,0,1,13,3,3,0,0,12,17,4,3,11,11,9
10330,7,3,0,1,1,0,1,12,3,3,4,0,11,17,9,3,16,9,11
10333,7,5,0,1,0,0,1,14,3,4,7,4,19,20,5,3,13,11,23
10334,7,3,0,1,0,0,1,14,3,4,10,7,14,22,3,3,18,14,22
10335,7,5,0,0,1,0,1,11,4,4,4,0,8,18,7,1,15,14,22
10338,7,3,0,1,1,0,1,10,2,2,2,2,10,17,5,0,16,13,14
10339,7,5,0,1,0,0,1,15,3,3,6,3,15,21,5,3,13,11,21
10340,7,5,0,1,0,0,1,13,4,5,13,8,16,18,5,8,12,13,19
10341,7,3,0,1,1,0,1,12,3,3,4,3,15,17,4,2,19,14,10
10342,7,5,0,1,0,0,1,15,2,5,5,3,14,21,6,2,10,12,15
10344,7,5,0,1,0,0,1,16,4,4,15,17,30,23,17,8,15,18,17
10345,7,3,0,1,1,0,1,8,2,4,3,3,13,16,5,3,17,9,13
10346,7,5,0,0,0,0,1,10,3,4,2,3,11,15,6,3,13,14,14
10347,7,5,0,1,0,0,1,16,2,4,10,8,13,19,6,5,15,14,19
10348,7,5,0,1,0,0,1,17,3,5,9,6,17,26,8,5,15,27,25
10350,7,3,0,0,0,0,1,14,3,4,4,3,11,21,5,1,16,13,15
10351,7,3,0,0,0,0,1,13,3,5,7,2,14,17,4,3,15,14,17
10352,7,5,0,1,0,0,1,15,3,4,9,3,26,16,16,8,16,14,18
10353,7,5,0,0,0,0,1,14,3,4,8,8,17,18,4,3,14,14,17
10354,7,5,0,1,0,0,1,15,3,2,11,4,17,21,6,4,17,12,13
10356,7,5,0,0,0,0,1,14,3,4,11,6,16,18,8,4,25,14,20
10357,7,3,0,1,0,0,1,15,3,3,13,6,23,18,8,9,20,12,17
10358,7,5,0,0,0,0,1,12,3,4,1,2,9,16,2,1,16,11,17
10359,7,3,0,1,1,0,1,13,3,2,3,2,8,20,5,2,16,13,15
10360,7,3,0,1,0,0,1,12,2,4,11,7,16,16,7,3,15,9,14
10361,7,5,0,1,0,0,1,15,3,4,5,5,11,18,5,2,16,16,16
10362,7,5,0,1,0,0,1,16,3,4,11,9,22,17,13,7,18,15,21
10363,7,5,0,0,0,0,1,15,3,5,8,4,15,21,5,3,16,22,17
10366,7,3,0,0,1,0,1,8,4,4,4,0,10,9,4,1,8,9,7
10368,7,5,1,1,1,0,1,12,3,4,7,3,12,16,5,2,16,11,18
10371,7,3,0,0,0,0,1,15,2,4,8,1,20,19,8,4,19,15,18
10372,7,3,0,0,0,0,1,14,4,3,6,5,18,16,9,3,21,11,17
10373,7,3,0,0,0,0,1,12,3,3,9,8,16,19,7,1,16,12,16
10374,7,5,0,0,0,0,1,13,3,4,6,3,8,16,4,1,8,15,20
10375,8,3,0,0,0,0,0,15,3,3,7,6,15,18,5,4,25,13,19
10376,8,3,0,0,0,0,0,13,3,3,4,4,15,17,6,2,16,12,16
10377,8,5,0,0,0,0,0,10,2,2,12,8,21,15,11,12,15,13,19
10380,8,5,1,1,0,0,0,14,3,5,12,9,20,21,8,6,17,21,21
10381,8,5,0,1,0,0,0,11,2,2,7,7,11,16,6,2,13,12,17
10382,8,5,0,0,0,0,0,12,2,3,9,4,13,20,7,3,14,17,17
10383,8,3,0,1,0,0,0,13,3,5,11,7,15,18,8,4,20,13,14
10384,8,5,0,1,0,0,0,11,3,4,8,5,15,17,5,3,17,15,22
10385,8,5,0,0,0,0,0,13,3,4,7,5,14,17,6,4,13,16,18
10386,8,3,0,1,0,0,0,12,3,4,5,5,15,18,4,3,26,13,18
10387,8,5,0,1,0,0,0,10,3,3,16,17,31,19,17,7,20,14,19
10388,8,3,0,0,0,0,0,12,4,3,11,6,33,20,17,9,16,12,15
10389,8,3,0,1,0,0,0,12,2,4,11,8,21,18,11,6,15,13,14
10390,8,5,0,0,0,0,0,17,2,3,14,7,15,17,6,7,15,14,20
10391,8,5,1,1,0,0,0,15,3,5,11,7,16,20,5,4,14,15,21
10392,8,5,0,1,0,0,0,16,3,4,13,6,16,19,5,6,15,12,17
10394,8,4,0,1,0,0,0,16,2,3,7,5,14,17,5,4,10,13,16
10397,8,5,0,1,0,0,0,15,2,4,8,6,15,21,4,3,16,15,16
10403,8,3,0,0,1,0,0,11,2,4,8,8,14,12,4,4,13,13,13
10407,8,5,0,1,0,0,0,13,2,3,8,7,14,19,4,3,13,15,17
10408,8,5,0,0,0,0,0,14,2,4,8,2,12,18,6,3,16,16,16
10409,8,5,0,1,0,0,0,16,3,5,8,7,15,23,7,5,17,18,23
10410,9,3,0,0,1,0,0,13,2,4,6,2,15,17,6,3,16,13,18
10415,9,5,0,1,1,0,0,10,4,3,3,1,13,13,8,1,12,12,14
10416,9,3,0,1,1,0,0,10,2,2,0,3,12,16,4,3,13,7,12
10417,9,3,0,0,1,0,0,12,3,3,0,0,16,18,5,3,15,11,10
10418,9,3,0,1,1,0,0,11,2,2,0,1,16,14,5,3,18,10,7
10419,9,3,0,1,1,0,0,10,1,3,3,6,11,18,4,2,18,10,15
10420,9,5,0,0,1,0,0,11,2,3,7,3,6,21,5,1,16,12,17
10421,9,3,0,0,1,0,0,12,3,2,1,2,9,14,4,0,7,4,8
10423,9,3,0,0,1,0,0,11,2,3,0,1,11,17,6,2,15,14,16
10424,9,3,0,0,1,0,0,12,3,3,12,7,15,18,6,2,18,12,13
10425,9,3,0,1,1,0,0,12,3,3,5,4,13,17,4,2,13,8,9
10429,9,3,0,0,1,0,0,11,3,4,4,1,7,15,6,1,15,9,7
10430,9,3,0,1,1,0,0,7,2,2,4,0,4,9,4,0,9,2,4
10432,9,3,0,1,1,0,0,11,2,4,5,0,13,14,4,3,16,12,8
10433,9,3,0,1,1,0,0,12,2,3,10,3,15,16,6,3,16,12,12
10435,9,3,0,1,1,0,0,13,2,3,9,5,14,19,5,3,18,13,18
10436,9,3,0,1,1,0,0,12,3,3,3,2,15,15,4,3,18,11,11
10438,9,3,0,0,1,0,0,10,3,1,0,2,17,15,4,3,15,9,8
10439,9,3,0,0,1,0,0,13,3,1,3,2,17,16,4,3,16,10,11
10440,9,3,0,1,1,0,0,10,2,3,2,2,12,17,4,2,10,13,13
10441,9,3,0,1,1,0,0,12,3,1,0,2,15,12,2,2,16,9,8
10443,9,3,0,1,1,0,0,7,3,3,0,0,6,8,4,2,6,4,4
10444,9,3,0,1,1,0,0,11,2,5,0,2,7,16,5,1,13,9,13
10446,9,3,0,1,1,0,0,10,2,3,0,3,10,14,6,2,17,10,9
10448,9,3,0,1,0,0,0,14,2,5,5,3,19,14,4,5,15,12,20
10450,9,3,0,0,1,0,0,9,2,1,4,5,11,17,4,2,17,13,13
10451,9,3,0,1,1,0,0,13,3,3,4,1,14,17,4,1,16,12,14
10452,9,3,0,0,1,0,0,10,2,1,4,1,13,17,4,1,16,12,10
10453,9,5,0,0,1,0,0,15,3,3,10,6,16,23,5,6,18,14,17
10454,9,3,0,0,1,0,0,11,1,3,6,1,9,16,4,3,17,13,17
10455,9,3,0,0,0,0,0,10,3,3,6,0,8,15,4,3,12,10,9
10456,9,3,0,0,0,0,0,12,3,3,4,1,14,19,4,2,17,12,14
10459,9,3,0,1,1,0,0,10,3,2,3,1,7,16,4,1,17,9,12
10461,9,3,0,1,1,0,0,10,2,1,5,0,4,12,4,1,18,11,10
10462,9,3,0,0,1,0,0,11,3,4,5,1,12,17,4,1,16,11,15
10464,10,3,0,1,0,0,1,11,1,4,7,4,15,17,4,3,14,13,11
10466,10,3,0,0,1,0,1,11,2,2,0,0,7,15,3,1,7,6,11
10467,10,3,0,1,1,0,1,13,1,2,4,2,3,14,7,1,9,11,16
10468,10,3,0,0,0,0,1,13,1,2,11,2,15,17,3,3,12,11,14
10471,10,3,0,1,1,0,1,12,2,4,7,3,6,12,5,2,16,9,18
10472,10,3,0,0,1,0,1,11,3,2,5,1,8,14,4,2,11,11,9
10475,10,3,0,1,1,0,1,11,2,1,3,0,9,18,0,2,4,8,8
10477,10,3,0,0,1,0,1,8,3,1,0,0,1,11,3,0,5,8,9
10479,10,5,1,1,1,1,1,9,2,2,3,1,4,10,8,1,14,5,6
10482,10,3,0,0,1,0,1,9,3,3,3,0,2,11,7,1,11,1,11
10483,10,5,1,0,1,1,1,11,3,1,6,3,13,11,5,3,23,11,10
10484,10,5,1,0,1,1,1,11,2,1,6,2,5,12,5,3,13,7,10
10485,10,3,0,0,1,0,1,12,3,4,5,2,13,16,10,2,13,15,16
10486,10,5,1,1,1,1,1,12,2,3,7,2,6,16,6,2,16,8,13
10487,10,5,1,1,1,0,1,8,3,4,4,0,3,13,4,0,15,12,19
10488,10,3,0,1,0,0,1,10,2,4,4,0,12,13,4,2,12,8,7
10489,10,5,0,0,1,0,1,13,2,2,9,3,15,19,4,5,14,15,18
10491,10,3,0,1,1,0,1,9,2,3,4,0,2,11,5,1,15,7,4
10493,10,5,1,0,1,1,1,11,2,2,6,0,11,11,6,3,16,7,6
10494,10,5,0,1,1,0,1,13,2,2,5,3,6,16,5,3,14,11,14
10495,10,5,1,0,1,1,1,9,2,1,7,0,5,8,7,1,13,13,12
10496,11,5,0,1,0,0,0,10,3,3,0,0,6,16,5,1,12,8,14
10497,11,3,0,1,1,0,0,9,3,3,1,0,7,13,4,1,14,4,7
10498,11,3,0,0,1,0,0,8,3,3,2,0,6,14,4,2,9,1,9
10501,11,5,0,1,0,0,0,17,3,4,8,6,15,26,6,3,12,16,21
10502,11,5,0,1,0,0,0,15,3,4,6,2,11,16,4,3,16,11,17
10503,11,5,0,0,0,0,0,15,4,3,11,8,12,23,4,3,13,18,17
10504,11,5,0,0,0,0,0,11,3,3,2,3,10,14,4,2,19,11,14
10507,11,3,0,1,0,0,0,13,3,4,10,3,14,16,4,3,13,11,15
10519,11,5,0,0,0,0,0,13,3,4,4,3,12,17,4,0,16,11,18
10526,12,7,0,1,0,0,0,11,2,5,9,6,23,12,14,4,15,13,11
10527,12,5,0,0,1,0,0,10,3,5,4,2,8,14,4,1,7,5,15
10528,12,3,0,0,1,0,0,11,3,5,6,3,15,15,4,3,15,11,15
10529,12,5,0,1,1,0,0,11,3,2,9,5,11,15,5,2,16,11,14
10530,12,3,0,0,0,0,0,12,2,4,10,6,16,17,8,6,12,12,17
10534,12,3,0,0,1,0,0,12,3,3,3,2,14,15,6,2,17,11,12
10535,12,5,0,1,1,0,0,14,3,2,4,2,9,21,6,2,13,16,20
10536,12,3,0,0,0,0,0,12,3,5,4,2,10,17,5,1,14,13,7
10538,12,5,0,0,1,0,0,13,3,4,5,2,14,14,8,3,9,9,11
10539,12,5,0,1,0,0,0,15,2,4,8,3,15,25,9,2,14,16,20
10540,12,3,0,0,1,0,0,12,3,3,3,1,11,16,4,2,14,14,15
10545,12,3,0,1,1,0,0,13,3,3,5,3,7,16,4,1,13,14,13
10546,12,5,0,0,0,0,0,13,3,4,10,2,14,16,4,2,15,13,14
10547,12,5,0,1,0,0,0,16,2,3,6,3,6,16,4,2,17,13,25
10548,12,3,0,1,1,0,0,12,2,3,4,0,8,18,4,2,15,14,19
10550,12,3,0,1,1,0,0,12,2,3,7,2,15,18,4,2,18,13,11
10552,12,3,0,1,1,0,0,13,3,3,4,2,10,15,4,3,11,16,20
10553,12,5,0,0,1,0,0,14,3,3,7,3,14,19,4,4,16,17,14
10555,12,3,0,1,1,0,0,11,3,3,4,0,6,13,4,1,12,8,8
10556,12,5,0,0,0,0,0,11,2,3,9,5,13,15,4,4,23,12,13
10557,12,5,0,1,0,0,0,12,4,3,8,3,14,19,4,2,17,13,14
10558,12,3,0,1,1,0,0,11,3,5,5,3,18,19,5,6,14,13,11
10559,12,5,1,1,0,0,0,12,2,4,0,2,15,19,4,5,13,13,11
10560,12,3,0,0,0,0,0,14,4,4,8,6,19,17,5,6,14,14,16
10561,12,5,0,0,0,0,0,13,2,4,3,2,16,19,8,3,26,17,20
10562,12,5,1,1,0,0,0,15,3,4,12,6,14,19,4,3,14,14,18
10563,12,3,0,1,1,0,0,13,2,3,4,2,3,19,4,0,14,14,16
10564,12,5,0,0,0,0,0,14,2,3,4,2,12,21,4,2,14,16,13
10565,12,3,0,0,0,0,0,12,4,4,7,0,16,19,7,5,8,11,13
10566,12,3,0,1,0,0,0,10,2,5,6,3,12,18,4,1,15,10,17
10567,12,5,0,0,0,0,0,12,3,3,3,2,5,18,5,2,16,14,16
10569,12,5,0,0,0,0,0,13,3,3,11,6,12,17,6,5,19,15,18
10570,12,5,0,0,0,0,0,12,2,3,3,3,13,17,6,2,15,13,21
10571,12,3,0,0,1,0,0,12,3,4,7,0,14,21,6,2,17,11,12
10572,12,5,0,1,0,0,0,12,2,4,4,3,11,17,7,2,13,14,19
10574,12,5,0,1,0,0,0,16,3,4,10,8,15,23,8,6,17,18,24
10575,12,3,0,1,0,0,0,12,2,5,4,3,15,15,4,2,15,12,17
10577,12,5,1,1,1,0,0,10,1,1,5,0,3,13,4,3,21,11,11
10581,12,5,0,0,0,0,0,14,3,4,6,6,21,16,10,7,16,15,24
10582,12,5,1,1,0,0,0,13,4,3,3,0,12,18,4,1,13,10,16
10583,12,3,0,0,0,0,0,13,3,4,4,0,13,15,4,2,15,13,15
10584,12,3,0,1,1,0,0,12,3,3,4,3,16,18,4,3,15,12,14
10585,12,5,0,0,0,0,0,11,3,1,3,0,5,14,4,0,11,13,15
10587,12,3,0,0,1,0,0,10,3,4,3,2,6,13,4,0,14,13,13
10588,12,5,0,0,0,0,0,12,2,3,3,0,14,16,7,4,14,14,15
10589,12,3,0,0,1,0,0,12,2,4,5,3,11,15,4,3,21,11,18
10590,12,3,0,0,0,0,0,11,3,4,12,8,24,18,7,8,24,15,17
10591,13,5,0,0,1,0,1,12,3,1,2,3,7,20,4,2,15,13,18
10593,13,5,0,1,1,0,1,12,3,2,3,3,5,24,4,1,13,10,15
10594,13,5,0,1,0,0,1,15,3,3,4,3,7,20,4,2,18,15,23
10595,13,5,0,1,1,0,1,10,2,2,3,2,14,19,6,3,17,10,15
10596,13,5,0,1,1,0,1,10,2,3,4,2,10,15,4,2,15,12,14
10597,13,5,0,1,0,0,1,12,2,2,3,1,9,16,4,2,13,13,21
10598,13,6,0,0,1,0,1,13,3,3,0,3,8,17,4,2,12,13,20
10599,13,5,0,0,0,0,1,13,4,3,3,2,7,17,7,1,17,13,20
10600,13,3,0,0,0,0,1,12,2,3,6,7,11,18,5,4,15,14,18
10601,13,6,0,0,1,0,1,16,2,3,5,3,14,21,4,2,13,14,22
10602,13,3,0,1,1,0,1,13,2,4,3,3,6,17,7,1,16,11,15
10603,13,5,0,1,0,0,1,11,3,3,3,4,9,17,4,2,16,11,14
10604,13,5,0,0,1,0,1,15,2,2,8,3,10,22,4,2,15,14,23
10606,13,5,0,0,1,0,1,11,3,1,3,0,14,13,5,2,14,12,16
10607,13,5,0,0,0,0,1,13,2,5,4,3,13,18,4,2,15,12,16
10609,13,5,0,1,0,0,1,11,3,2,1,1,13,15,5,2,10,11,14
10610,13,5,0,1,0,0,1,13,1,2,6,7,10,18,5,2,14,16,16
10612,13,3,0,0,1,0,1,11,3,2,4,1,10,16,5,2,14,9,13
10616,13,6,0,1,1,0,1,10,2,4,4,0,8,11,4,0,18,5,14
10619,13,5,0,1,1,0,1,12,3,2,4,2,12,22,4,3,13,10,12
10622,13,5,0,0,1,0,1,11,3,2,0,1,2,14,4,1,16,8,12
10623,13,6,0,1,1,0,1,10,3,2,0,0,5,16,5,0,18,13,19
10624,13,5,0,1,0,0,1,16,2,4,10,7,16,22,11,3,14,14,20
10625,13,6,0,0,1,0,1,10,2,3,5,3,9,18,4,2,12,15,7
10626,13,5,0,0,1,0,1,13,3,3,0,1,4,15,5,1,13,14,12
10627,13,5,0,0,1,0,1,10,2,2,7,3,7,16,4,2,15,11,10
10628,13,5,0,0,1,0,1,14,2,3,5,5,9,18,6,3,15,15,21
10629,13,3,0,0,1,0,1,7,3,1,0,0,2,10,3,0,10,5,5
10630,13,5,0,0,1,0,1,12,3,2,6,1,13,15,4,2,14,13,16
10631,13,5,0,0,0,0,1,12,3,1,3,2,13,14,5,2,17,12,16
10632,14,5,0,0,0,0,0,13,3,2,4,3,5,17,4,0,14,14,18
10633,14,3,0,1,0,0,0,13,4,4,5,2,15,19,7,3,15,10,18
10634,14,5,0,1,0,0,0,8,1,2,0,0,5,11,4,0,12,8,13
10635,14,3,0,1,1,0,0,12,3,3,0,0,13,15,6,1,9,9,9
10636,14,5,0,1,0,0,0,14,2,4,2,3,14,20,6,2,17,14,19
10637,14,3,0,0,0,0,0,12,2,3,5,3,14,15,7,3,15,12,19
10638,14,3,0,0,0,0,0,13,3,3,8,5,15,18,5,3,13,12,10
10640,14,3,0,0,0,0,0,12,3,3,10,3,14,17,5,3,14,15,12
10641,14,5,0,1,1,0,0,11,0,4,6,1,10,11,4,3,17,11,17
10642,14,2,0,0,0,0,0,14,3,5,10,7,15,16,5,3,18,12,15
10643,14,5,0,1,0,0,0,13,2,4,11,4,14,17,4,3,21,12,18
10644,14,7,0,0,0,0,0,10,3,5,4,4,13,16,6,2,15,13,19
10645,14,5,0,0,0,0,0,12,3,3,10,3,14,15,9,3,20,14,18
10646,14,5,0,1,1,1,0,10,2,3,0,0,13,16,11,3,10,12,13
